gameid,time,roundNum,sender,contents
0834-b,1620229999571,1,speaker,"its a vegetable"
0834-b,1620230010353,2,speaker,"its an animal"
0834-b,1620230017131,3,speaker,"insect"
0834-b,1620230026796,4,speaker,"we ride them"
0834-b,1620230032543,5,speaker,"its a fruit"
0834-b,1620230044619,6,speaker,"the largest of the items"
0834-b,1620230053047,7,speaker,"largest of the green items"
0834-b,1620230062049,8,speaker,"largest of blue items"
0834-b,1620230073117,9,speaker,"opened, and made of wood"
0834-b,1620230082580,10,speaker,"largest green item"
0834-b,1620230088972,11,speaker,"largest red"
0834-b,1620230095941,12,speaker,"smallest blue"
0834-b,1620230114583,13,speaker,"very shiny without markings"
0834-b,1620230124803,14,speaker,"green stripes"
0834-b,1620230133119,15,speaker,"red"
0834-b,1620230141422,16,speaker,"smallest button"
0834-b,1620230150032,17,speaker,"happy older woman"
0834-b,1620230164485,18,speaker,"hat and no beard"
0834-b,1620230173677,19,speaker,"blue"
0834-b,1620230187020,20,speaker,"young bald no facial hair"
0834-b,1620230196588,21,speaker,"large blue"
0834-b,1620230211172,22,speaker,"red - not as wrinkly"
0834-b,1620230218774,23,speaker,"largest white"
0834-b,1620230224239,24,speaker,"green"
0834-b,1620230228868,25,speaker,"yellow"
0834-b,1620230235660,26,speaker,"oink oink"
0834-b,1620230242349,27,speaker,"smallest purple"
0834-b,1620230252871,28,speaker,"large circular earing"
0834-b,1620230260614,29,speaker,"fruit"
0834-b,1620230275933,30,speaker,"kentucky fried and delicious"
0834-b,1620230285232,31,speaker,"pink"
0834-b,1620230294607,32,speaker,"smallest green"
0834-b,1620230305143,33,speaker,"happy, normal face"
0834-b,1620230319159,34,speaker,"yellow (i only have one image)"
0834-b,1620230325838,35,speaker,"blue"
0834-b,1620230331935,36,speaker,"smallest black"
0834-b,1620230337168,37,speaker,"green"
0834-b,1620230343950,38,speaker,"bark bark"
0834-b,1620230357284,39,speaker,"red , not glossy"
0834-b,1620230366566,40,speaker,"rabbits eat these"
0834-b,1620230371381,41,speaker,"blue"
0834-b,1620230378608,42,speaker,"brown, curly"
0834-b,1620230387065,43,speaker,"smallest plastic bottle"
0834-b,1620230397854,44,speaker,"rectangle, colorful"
0834-b,1620230405975,45,speaker,"moo"
0834-b,1620230411413,46,speaker,"purple"
0834-b,1620230422169,47,speaker,"you can open or close this"
0834-b,1620230427236,48,speaker,"red"
0834-b,1620230436093,49,speaker,"smallest brass key"
0834-b,1620230443650,50,speaker,"rock star"
0834-b,1620230458600,51,speaker,"put cereal into"
0834-b,1620230464366,52,speaker,"small black"
0834-b,1620230473824,53,speaker,"lives in the ocean"
0834-b,1620230484370,54,speaker,"wooden and short legs"
0834-b,1620230490817,55,speaker,"green"
0834-b,1620230498698,56,speaker,"largest purple"
0834-b,1620230505089,57,speaker,"largest green"
0834-b,1620230510431,58,speaker,"green"
0834-b,1620230522937,59,speaker,"the only red/orange"
0834-b,1620230529104,60,speaker,"smallest"
