gameid,time,roundNum,sender,contents
6194-a,1621379957200,1,speaker,"tomato"
6194-a,1621379970412,2,speaker,"elephant"
6194-a,1621379979433,3,speaker,"butterfly"
6194-a,1621379988973,4,speaker,"horse"
6194-a,1621379998193,5,speaker,"dtraberry"
6194-a,1621380005992,6,speaker,"tie"
6194-a,1621380016865,6,listener,"which one? :)"
