gameid,time,roundNum,sender,contents
9834-2,1620229181608,1,listener,"Good morning"
9834-2,1620229184192,1,speaker,"It is a fruit"
9834-2,1620229214156,2,speaker,"good morning! It is an instrument"
9834-2,1620229261315,3,speaker,"It is an insect"
9834-2,1620229292741,4,speaker,"You caa ride it"
9834-2,1620229323499,6,speaker,"It's black and smaall"
9834-2,1620229344179,7,speaker,"it's pink"
9834-2,1620229391519,8,speaker,"She's old and and looks disgusted"
9834-2,1620229403902,9,speaker,"It's red"
9834-2,1620229414671,10,listener,"I have 30 minutes left to complete :)"
9834-2,1620229418691,10,speaker,"It swims"
9834-2,1620229430258,11,speaker,"same with me"
9834-2,1620229435796,11,listener,"got it"
9834-2,1620229445862,11,speaker,"She has a fat face and is smiling"
9834-2,1620229477004,12,speaker,"It is pink"
9834-2,1620229505712,13,speaker,"It's a small picture with a black and white background"
9834-2,1620229533163,14,speaker,"It's red with not much wrinkles"
9834-2,1620229565373,15,speaker,"It's big and yellow"
9834-2,1620229581424,16,speaker,"It's an animal"
9834-2,1620229596152,17,speaker,"It's yellow"
9834-2,1620229629862,18,speaker,"It's black and has more of a matte finish"
9834-2,1620229645011,19,speaker,"It's blue"
9834-2,1620229676025,20,speaker,"It's wood and not as tall"
9834-2,1620229704156,21,speaker,"It's blue and smaller"
9834-2,1620229726938,22,speaker,"It's a smaller flower and yellow"
9834-2,1620229739077,23,speaker,"it's blue"
9834-2,1620229758931,24,speaker,"It has webbed feet"
9834-2,1620229790209,25,speaker,"it's smaller and green"
9834-2,1620229814054,26,speaker,"He has glasses and no full beard"
9834-2,1620229826699,27,speaker,"it's green"
9834-2,1620229837632,28,speaker,"it's green"
9834-2,1620229852095,29,speaker,"it's green and small"
9834-2,1620229860779,30,listener,"half way mark"
9834-2,1620229870327,30,speaker,"it's large and green"
9834-2,1620229882100,31,speaker,"it's green"
9834-2,1620229904474,32,speaker,"it is wood with a cover"
9834-2,1620229918180,33,speaker,"it's a vegetable"
9834-2,1620229940612,34,speaker,"it's longer and black"
9834-2,1620229951528,35,speaker,"it's green"
9834-2,1620229965644,36,speaker,"it's bigger and blue"
9834-2,1620229978574,37,speaker,"it's black"
9834-2,1620230003489,38,speaker,"She has straight dark hair"
9834-2,1620230029115,39,speaker,"you eat cereal out of it"
9834-2,1620230069577,40,speaker,"it's multi-color and the darkest of them all"
9834-2,1620230114402,41,speaker,"the smaller of the bottles that have a clasp on each side"
9834-2,1620230134560,42,speaker,"you walk through it"
9834-2,1620230142938,43,listener,"15 minutes to go :)"
9834-2,1620230147799,43,speaker,"an instrument"
9834-2,1620230161584,44,speaker,"green with spots"
9834-2,1620230177276,45,speaker,"small and red"
9834-2,1620230187802,46,speaker,"small and gold"
9834-2,1620230201149,47,speaker,"it barks"
9834-2,1620230212493,48,speaker,"it is green"
9834-2,1620230240593,49,speaker,"a large diamond shape earring"
9834-2,1620230254437,49,listener,"circle or triangle"
9834-2,1620230258562,49,speaker,"sorry triangle"
9834-2,1620230280844,50,speaker,"it large and pink"
9834-2,1620230292438,51,speaker,"yellow"
9834-2,1620230303801,52,speaker,"yellow"
9834-2,1620230317110,53,speaker,"large green"
9834-2,1620230335443,54,speaker,"old and no facial hair"
9834-2,1620230349266,55,speaker,"large green"
9834-2,1620230368806,56,speaker,"small red"
9834-2,1620230377917,57,speaker,"green"
9834-2,1620230387398,58,speaker,"silver"
9834-2,1620230398206,59,speaker,"small red"
9834-2,1620230408014,60,listener,"Have a fabulous day!"
9834-2,1620230410237,60,speaker,"large purple"
